object_id,ensemble_id,archaeological_unit,site_name,location,location__short_name,location__location,location__country,latitude,longitude,location__coord_precision,location__coord_reference,layer,dating_method,date_bp_min,min_lab_number,date_bp_max,max_lab_number,excavation_year,material,object_type,associated_species,length_mm,width_mm,depth_mm,preservation,short_description,references,sign_coding,coding_certainty
hfc0035,,Aurignacien,Hohle Fels,Hohle Fels,hfc,Schelklingen,Germany,48.379117,9.754103,precise,wikipedia,IV,AMS,28750±750,OxA-4980,33090+260/-250,KIA 16036,2001/2002,ivory,figurine zoomorph (Anatidae),,48.0,13.0,9.0,almost complete,"The figurine of a waterfowl was discovered in 2001 at AH IV; however, at that time, the head was missing. It was found in 2002. The body is streamlined, with the wings close to the body. The bird's legs are also close to the body and short, with undeveloped feet. The tail starts above the legs, is broad, and flattens at the end. The neck is long, and the head is stretched forward. Two distinct depressions on both sides represent the eyes of the animal. The beak is short and ends in a conical tip. Notably, unlike the finely crafted head, the body is not completely reworked. It is most likely a waterfowl, but an exact species determination has not been achieved yet. It could be a wild goose or duck. A swan is also a possibility since these birds retract their necks deeply into their back feathers during a dive.","AABW 2001; AABW 2002; Dutkiewicz 2021: Taf. 3; Conard & Bolus 2003, 2008",≠ _ ≠,Uncertain
hfc0034,,Aurignacien,Hohle Fels,Hohle Fels,hfc,Schelklingen,Germany,48.379117,9.754103,precise,wikipedia,IIIa,AMS,29710+210/-200,KIA 32056,31140+250/-240,KIA 16039,2001,ivory,undetermined,,17.0,17.0,2.0,fragmented,Fragment of a thin ivory plate with a broad hatching.,"Wolf 2015, Taf. 10.9; Dutkiewicz 2021: Taf. 53.5; Conard & Bolus 2003, 2008",!≠!,Uncertain
hfc0033,,Aurignacien,Hohle Fels,Hohle Fels,hfc,Schelklingen,Germany,48.379117,9.754103,precise,wikipedia,Vb,AMS,31290±180,OxA-19860,40000±500,OxA-19781,2005,ivory,undetermined,,18.0,6.0,3.0,fragmented,"Small ivory fragment with markings, heavily weathered.",Dutkiewicz 2021: Taf. 52.1; Conard 2009,!|XX |X X!,Uncertain
hfc0032,,Aurignacien,Hohle Fels,Hohle Fels,hfc,Schelklingen,Germany,48.379117,9.754103,precise,wikipedia,IIIb,AMS,29780+330/-310,KIA 18878,29990+340/-330,KIA 3505,2002,ivory,undetermined,,15.0,6.0,4.0,fragmented,Triangularly-shaped ivory fragment.,"Wolf 2015, Taf. 8.5; Dutkiewicz 2021: Taf. 53.2; Conard & Bolus 2003, 2008",!\\\\ \\\\\ _ !\ \\\ /,Uncertain
hfc0031,,Aurignacien,Hohle Fels,Hohle Fels,hfc,Schelklingen,Germany,48.379117,9.754103,precise,wikipedia,IV,AMS,28750±750,OxA-4980,33090+260/-250,KIA 16036,2002,ivory,rod/bâton,,49.0,17.0,5.0,fragmented,"Fragment of a large and wide, slightly tapered round rod, which is heavily weathered.","Dutkiewicz 2021: Taf. 51.2; Conard & Bolus 2003, 2008",|||,Very certain
hfc0030,,Aurignacien,Hohle Fels,Hohle Fels,hfc,Schelklingen,Germany,48.379117,9.754103,precise,wikipedia,IIe,AMS,30640±190,KIA 16040,,,2003,ivory,point,,13.0,3.0,3.0,fragmented,Terminal fragment of a very fine point with a circumferential spiral.,"AABW 2003; Wolf 2015, Taf. 4.4; Dutkiewicz 2021: Taf. 46.4; Conard & Bolus 2003, 2008",!$,Certain
hfc0029,,Aurignacien,Hohle Fels,Hohle Fels,hfc,Schelklingen,Germany,48.379117,9.754103,precise,wikipedia,IIIb,AMS,29780+330/-310,KIA 18878,29990+340/-330,KIA 3505,2007,ivory,rod/bâton,,71.0,10.0,5.0,fragmented,"This long-preserved, meticulously crafted round rod is half-preserved along the longitudinal axis.","Wolf 2015, Taf. 10.3; Dutkiewicz 2021: Taf. 51.5; Conard & Bolus 2003, 2008",W W,Uncertain
hfc0028,,Aurignacien,Hohle Fels,Hohle Fels,hfc,Schelklingen,Germany,48.379117,9.754103,precise,wikipedia,IV,AMS,28750±750,OxA-4980,33090+260/-250,KIA 16036,2001,bone,awl,,35.0,8.0,3.0,fragmented,"Base of a bone awl. Upper part object 58-2062.1, see hfc0025","Dutkiewicz 2021: Taf. 46.1; Conard & Bolus 2003, 2008",,
hfc0027,,Aurignacien,Hohle Fels,Hohle Fels,hfc,Schelklingen,Germany,48.379117,9.754103,precise,wikipedia,IId,AMS,29560+240/-230,KIA 8964,30010±220,KIA 8965,1999,ivory,figurine zoomorph,,36.0,16.0,10.0,fragmented,"The heavily fragmented ""head of a horse"" was discovered in 1999 at the transition between AH II and IIe, representing a transitional or mixed horizon between the Aurignacian and Gravettian periods. The figurine is fragmentary, with the snout and a significant portion of the left side of the head and neck being preserved. On the right side, a smooth ivory fracture surface is largely visible. The nose is distinctly carved and separated from the cheek by a horizontal line. Below, the mouth begins, shaped by a long, deep, and wide line. The chin is set off from the cheeks. The snout is overall narrow, while the cheeks are strongly curved. Fine decorations characterize the preserved original surfaces. The entire piece exhibits a polish, suggesting prolonged handling over an extended period. This head was initially identified as the head of a horse; however, in 2022 the body of the figurine was found and it clearly depicts a bear.","AABW 2022; Conard & Floss 2000; Dutkiewicz 2021: Taf. 5; Conard & Bolus 2003, 2008",,
hfc0026,,Aurignacien,Hohle Fels,Hohle Fels,hfc,Schelklingen,Germany,48.379117,9.754103,precise,wikipedia,IId,AMS,29560+240/-230,KIA 8964,30010±220,KIA 8965,20047,ivory,figurine zoomorph (Ursus sp.),,21.0,16.0,8.0,fragmented,"The heavily fragmented ""head of a horse"" was discovered in 1999 at the transition between AH II and IIe, representing a transitional or mixed horizon between the Aurignacian and Gravettian periods. The figurine is fragmentary, with the snout and a significant portion of the left side of the head and neck being preserved. On the right side, a smooth ivory fracture surface is largely visible. The nose is distinctly carved and separated from the cheek by a horizontal line. Below, the mouth begins, shaped by a long, deep, and wide line. The chin is set off from the cheeks. The snout is overall narrow, while the cheeks are strongly curved. Fine decorations characterize the preserved original surfaces. The entire piece exhibits a polish, suggesting prolonged handling over an extended period. This head was initially identified as the head of a horse; however, in 2022 the body of the figurine was found and it clearly depicts a bear.

This fragment of a figurative animal representation was discovered in 2004 in AH IId, which corresponds to a transitional or mixed layer between the Aurignacian and Gravettian periods. It was recently identified as part of the Hohle Fels Bear figurine. The piece is broken along the natural stratification of the ivory. The preserved surface indicates careful carving, and the polished surface suggests extended use. Parts of the back and abdomen are preserved, as well as the attachment point of a leg. It might represent the left shoulder and the beginning of the left leg.","AABW 2022; AABW 2004; Wolf 2015, Taf. 4.5; Dutkiewicz 2021: Taf. 6; Conard & Bolus 2003, 2008",!|||! _ !≠! _ | _ |||||||! _ ||||||! _ ||||||||||! _ vv! _ ///!,Certain
hfc0025,,Aurignacien,Hohle Fels,Hohle Fels,hfc,Schelklingen,Germany,48.379117,9.754103,precise,wikipedia,IV,AMS,28750±750,OxA-4980,33090+260/-250,KIA 16036,2001,bone,awl,,30.0,5.0,2.0,fragmented,Fragment of a bone awl with markings. Pointed part. Base see hfc0028,"AABW 2010; Dutkiewicz 2021: Taf. 46.1; Conard & Bolus 2003, 2008",!v v v vv! _ v v v _ (//|) _ !v v vv vv vv vv _ ≠! _ vvv _ !vvvvvvv,Certain
hfc0024,,Aurignacien,Hohle Fels,Hohle Fels,hfc,Schelklingen,Germany,48.379117,9.754103,precise,wikipedia,IV,AMS,28750±750,OxA-4980,33090+260/-250,KIA 16036,2002,ivory,figurine anthropomorph,,26.0,7.0,5.0,fragmented,"The so-called ""Little Lion Man"" was discovered in 2002 in AH IV. The representation bears a strong resemblance to the Lion Man from Hohlenstein-Stadel but is only 2.55 cm tall. Only the left side is preserved. The figurine features a relatively large head with a forward-projecting face. A roundish ear is discernible, as seen in other feline figures. The eye, snout, and mouth are present, albeit challenging to discern. Below the short and thick neck, the broad, the left angular shoulder attaches. The arm is short and triangular in shape, separated from the body and hanging vertically from the shoulder. The back seamlessly transitions into the narrow waist. The buttocks are not further defined. The legs, only partially preserved, start below the buttocks and are distinctly separated. The missing right arm may have been found, but it cannot be directly attached, nor is it well-preserved enough to be confidently identified as belonging to this figurine.","AABW 2002; Wolf 2015; Dutkiewicz 2021: Taf. 4; Conard & Bolus 2003, 2008",v _ v,Very certain
hfc0023,,Aurignacien,Hohle Fels,Hohle Fels,hfc,Schelklingen,Germany,48.379117,9.754103,precise,wikipedia,IId,AMS,29560+240/-230,KIA 8964,30010±220,KIA 8965,2003,bone,undetermined,,29.0,12.0,4.0,fragmented,"Thick, nearly cylindrical bone fragment with a broad hatching.","AABW 2003; Dutkiewicz 2021: Taf. 54.12; Conard & Bolus 2003, 2008",!≠!,Uncertain
hfc0022,,Aurignacien,Hohle Fels,Hohle Fels,hfc,Schelklingen,Germany,48.379117,9.754103,precise,wikipedia,IIIb,AMS,29780+330/-310,KIA 18878,29990+340/-330,KIA 3505,2013,ivory,undetermined,,22.0,10.0,4.0,fragmented,"Several fragments of ivory, decorated with hatchings.","Dutkiewicz 2021: Taf. 53.1; Conard & Bolus 2003, 2008",!≠!,Uncertain
hfc0021,,Aurignacien,Hohle Fels,Hohle Fels,hfc,Schelklingen,Germany,48.379117,9.754103,precise,wikipedia,Vaa,AMS,31750±260,KIA 35464,35710+360/-340,KIA 16034,2016,ivory,personal ornament,,27.0,7.0,5.0,almost complete,Triple-perforated bead,"AABW 2016: Dutkiewicz 2021: Taf. 37.5; Conard & Bolus 2003, 2008",OO,Very certain
hfc0020,,Aurignacien,Hohle Fels,Hohle Fels,hfc,Schelklingen,Germany,48.379117,9.754103,precise,wikipedia,IIIa,AMS,29710+210/-200,KIA 32056,31140+250/-240,KIA 16039,2015,ivory,undetermined,,12.0,7.0,2.0,fragmented,Small fragment of a thin ivory plate with remnants of a hatching.,"Dutkiewicz 2021: Taf. 53.4; Conard & Bolus 2003, 2008",!XX!,Certain
hfc0019,,Aurignacien,Hohle Fels,Hohle Fels,hfc,Schelklingen,Germany,48.379117,9.754103,precise,wikipedia,Vaa,AMS,31750±260,KIA 35464,35710+360/-340,KIA 16034,2016,ivory,personal ornament,,9.0,4.0,3.0,fragmented,Fragment of a triple-perforated bead,"AABW 2016; Dutkiewicz 2021: Taf. 37.4; Conard & Bolus 2003, 2008",!O,Very certain
hfc0018,,Aurignacien,Hohle Fels,Hohle Fels,hfc,Schelklingen,Germany,48.379117,9.754103,precise,wikipedia,Vaa,AMS,31750±260,KIA 35464,35710+360/-340,KIA 16034,2016,ivory,figurine anthropomorph,,33.0,12.0,7.0,fragmented,"This heavily weathered ivory fragment was discovered in 2016 in AH Vaa. The original surface has been consistently reworked. Across the entire preserved length of the piece, there is a ridge-like elevation reminiscent of the depiction of an arm, similar to the ""Venus 1."" Therefore, this object is identified as the fragment of a potential female figurine.","AABW 2016; Dutkiewicz 2021: Taf. 2.6-9; Conard & Bolus 2003, 2008",|||||||||||| _ ||||| _ !|||||||,Certain
hfc0017,,Aurignacien,Hohle Fels,Hohle Fels,hfc,Schelklingen,Germany,48.379117,9.754103,precise,wikipedia,Va,AMS,31750±260,KIA 35464,35710+360/-340,KIA 16034,2015,antler,spatula/lissoir,,98.0,27.0,13.0,fragmented,"This unusual object is a shaft part of a larger reindeer antler (Rangifer tarandus), which is diagonally halved along the longitudinal axis, resulting in a rounded, flat end. The smooth surface clearly shows compact and spongy bone structures. A hatching is applied in a surface-filling manner on this area. This pattern consists of a total of 73 lines, some of which extend across the entire width of the object, while others reach only to the spongy center.","AABW 2015; Dutkiewicz 2021: Taf. 41.2; Conard & Bolus 2003, 2008",≠!,Certain
hfc0016,,Aurignacien,Hohle Fels,Hohle Fels,hfc,Schelklingen,Germany,48.379117,9.754103,precise,wikipedia,IId,AMS,29560+240/-230,KIA 8964,30010±220,KIA 8965,2007,ivory,undetermined,,123.0,68.0,6.0,fragmented,"This is a large fragment of a cement splinter of a tusk. Laterally, two pattern units are discernible, but cannot be precisely identified. They consist of grouped, long, slightly overlapping lines. These are arranged in a way that two bundles converge and intersect. It cannot be determined whether this pattern is part of a larger composition.","Wolf 2015, Taf. 2.2; Dutkiewicz 2021: Taf. 53.8-11; Conard & Bolus 2003, 2008",[≠ ≠ ||||],Uncertain
hfc0015,,Aurignacien,Hohle Fels,Hohle Fels,hfc,Schelklingen,Germany,48.379117,9.754103,precise,wikipedia,Vb,AMS,31290±180,OxA-19860,40000±500,OxA-19781,2008,ivory,figurine anthropomorph,,60.0,34.0,31.0,almost complete,"The female representation from Hohle Fels (""Venus 1"") was discovered in 2008 at the base of the lowest Aurignacian layer (AH Vb). The figurine is depicted asymmetrically, with the right shoulder pulled upward. There is no head; instead, the upper chest and shoulder area are horizontally flat. Positioned off-center, above the left shoulder, is a meticulously crafted loop. This loop exhibits a clearly recognizable polish, indicating intentional use. Below the broad shoulders, the large breasts prominently project forward. The relatively short arms lie close to the body, and the carefully crafted hands rest below the breasts on the upper abdomen. The hands have distinct fingers, five on the left and four on the right hand. The abdomen is slightly curved with a noticeable navel. The back is kept rather flat, with the right shoulder pulled upward. Below the abdomen, an oversized vulva is depicted. It is sculpted as a large, flat triangle, with clearly defined open labia. The buttocks are separated from the back by horizontal lines. The cleft that separates the labia runs backward over the perineum, forming the buttock crease. The hip is short and stout, wider than the shoulders, and the waist is slightly narrower than the shoulders and hips. The legs are reduced. The thighs are narrow and widely spaced. Below the knees, the legs taper, and the majority of the lower legs and feet are missing. Instead, the front and back converge, forming rounded, flat ends, also exhibiting noticeable polish.","AABW 2008; Conard 2009; Dutkiewicz 2021: Taf. 1a-1b; Conard & Bolus 2003, 2008",|||||||||| _ ¤¤¤¤¤¤¤¤¤¤¤¤¤ _ Y/\\\\VV\\[°°°° °°] _ [|||| _ ||||||] _ vvvvvvvv! _ C _ |||| _ /// _ [CCCC] _ ||| _ ||| _ v,Very certain
hfc0014,,Aurignacien,Hohle Fels,Hohle Fels,hfc,Schelklingen,Germany,48.379117,9.754103,precise,wikipedia,IV,AMS,28750±750,OxA-4980,33090+260/-250,KIA 16036,2007,ivory,undetermined,,31.0,14.0,3.0,fragmented,"The small, thin ivory plaque bears a tight hatching consisting of 94 lines. It is quite possible that this fragment belongs to piece 29-1594, but it cannot be matched.","AABW 2007; Wolf 2015, Taf. 19.2; Dutkiewicz 2021: Taf. 52.4; Conard & Bolus 2003, 2008",!≠!,Certain
hfc0013,,Aurignacien,Hohle Fels,Hohle Fels,hfc,Schelklingen,Germany,48.379117,9.754103,precise,wikipedia,IV,AMS,28750±750,OxA-4980,33090+260/-250,KIA 16036,2006,ivory,undetermined,,102.0,41.0,14.0,fragmented,"This is a large, elongated ivory fragment. It is a cement fragment with remnants of dentin and is broken on three sides. There are three pattern units on it, arranged in three bands across the outer surface of the tusk, formed by a total of around 215 lines.","AABW 2006; Wolf 2015, Taf. 19.1; Dutkiewicz 2021: Taf. 52.7-8; Conard & Bolus 2003, 2008",!≠ ≠ ≠!,Certain
hfc0012,,Aurignacien,Hohle Fels,Hohle Fels,hfc,Schelklingen,Germany,48.379117,9.754103,precise,wikipedia,Vab,AMS,31750±260,KIA 35464,40000±500,OxA-19781,2014,ivory,personal ornament,,23.0,5.0,4.0,complete,Triple-perforated bead.,"AABW 2014; Dutkiewicz 2021: Taf. 37.3; Conard 2009; Conard & Bolus 2003, 2008",OO,Very certain
hfc0011,,Aurignacien,Hohle Fels,Hohle Fels,hfc,Schelklingen,Germany,48.379117,9.754103,precise,wikipedia,Vab,AMS,31750±260,KIA 35464,40000±500,OxA-19781,2014,ivory,personal ornament,,50.0,16.0,14.0,complete,Blank for a large bead with markings. The object is cylindrical in shape and has two bulges on one side.,"AABW 2014; Dutkiewicz 2021: Taf. 37.12-14; Conard & Bolus 2008; Conard 2009; Conard & Bolus 2003, 2008",|| |||,Certain
hfc0010,,Aurignacien,Hohle Fels,Hohle Fels,hfc,Schelklingen,Germany,48.379117,9.754103,precise,wikipedia,Vab,AMS,31750±260,KIA 35464,40000±500,OxA-19781,2014,ivory,personal ornament,,27.0,6.0,5.0,complete,Triple-perforated bead.,"AABW 2014; Dutkiewicz 2021: Taf. 37.2; Conard & Bolus 2008; Conard 2009; Conard & Bolus 2003, 2008",OO,Very certain
hfc0009,,Aurignacien,Hohle Fels,Hohle Fels,hfc,Schelklingen,Germany,48.379117,9.754103,precise,wikipedia,Vaa,AMS,31750±260,KIA 35464,35710+360/-340,KIA 16034 Va,2014,bone,undetermined,,87.0,21.0,7.0,almost complete,This is a split metatarsal bone of an ibex (Capra ibex) with markings.,"AABW 2014; Dutkiewicz 2021: Taf. 54.1-4; Conard & Bolus 2008; Conard & Bolus 2003, 2008",l llXl ll| |  XX| |  ≠≠≠ ≠≠ llll _ | | | | | | | | | | l _ (–ll) ll ll ll ll,Uncertain
hfc0008,,Aurignacien,Hohle Fels,Hohle Fels,hfc,Schelklingen,Germany,48.379117,9.754103,precise,wikipedia,IV,AMS,28750±750,OxA-4980,33090+260/-250,KIA 16036,2009,bone,spatula/lissoir,,49.0,7.0,6.0,fragmented,"Medial, lateral fragment of a smoother from the rib of a large herbivore (Mammoth?)","AABW 2009; Dutkiewicz 2021: Taf. 41.3; Conard & Bolus 2008; Conard & Bolus 2003, 2008",!vvvvvvvvvvvv!,Very certain
hfc0007,,Aurignacien,Hohle Fels,Hohle Fels,hfc,Schelklingen,Germany,48.379117,9.754103,precise,wikipedia,Vab,AMS,31750±260,KIA-35464,40000±500,OxA 19781,2014,bone,tube/flute,,23.0,6.0,3.0,fragmented,Small fragment of a thin tubular bone.,"AABW 2014; Dutkiewicz 2021: Taf. 35.2; Conard & Bolus 2008; Conard 2009; Conard & Bolus 2003, 2008",!vvvvv!,Very certain
hfc0006,,Aurignacien,Hohle Fels,Hohle Fels,hfc,Schelklingen,Germany,48.379117,9.754103,precise,wikipedia,IIda,AMS,29560+240/-230,KIA 8964,30010±220,KIA 8965,2010,bone,undetermined,,128.0,27.0,10.0,almost complete,Split metatarsal bone of an ibex (Capra ibex) with traces of red ochre and markings.,"AABW 2010; Dutkiewicz 2021: Taf. 54.5-8; Conard et al. 2003: 331-371; Conard & Bolus 2003, 2008",||| X V\\ / \\/ \\ ≠ _ °°°°°°°,Very certain
hfc0005,,Aurignacien,Hohle Fels,Hohle Fels,hfc,Schelklingen,Germany,48.379117,9.754103,precise,wikipedia,Vab,AMS,31750±260,KIA 35464,35710+360/-340,KIA 16034,2014,ivory,figurine anthropomorph,,25.0,21.0,12.0,fragmented,"This object consists of two parts. One of the pieces comes from AH Va, while the second originates from a profile collapse from AH Vab to VII. Since no symbolic artifacts come from Middle Paleolithic layers, and the matching piece clearly belongs to the Aurignacian, an association with AH Vab is presumed. The piece is only partially preserved and heavily weathered. It exhibits a spherical bulge reminiscent of the chest form of the female figurine 1 from AH Vb. The entire object bears numerous markings on the preserved surfaces.","AABW 2014; Dutkiewicz 2021: Taf. 2.1-5; Conard & Bolus 2003, 2008",vvvvv _ >> _ ||||CC _ !¤¤¤¤¤¤¤¤¤¤¤¤ _ !||||,Certain
hfc0004,,Aurignacien,Hohle Fels,Hohle Fels,hfc,Schelklingen,Germany,48.379117,9.754103,precise,wikipedia,Va,AMS,31750±260,KIA 35464,35710+360/-340,KIA 16034,2007,ivory,rod/bâton,,89.0,15.0,7.0,fragmented,This ornate round rod has been assembled from three fragments. It is preserved along half of its longitudinal axis. A portion of the surface has broken off in the middle.,"Wolf 2015, Taf. 28.6-7; Dutkiewicz 2021: Taf. 51.1; Conard et al. 2009: 249-250; Conard 2003: 832; Conard & Bolus 2003, 2008",X(X\)!XX(XX)! _ || _ v _ v,Certain
